,Country,Year_2016,Cases,Deaths,Serious,Critical,Recovered,Cases PerCapita,Deaths PerCapita,Serious PerCapita,Critical PerCapita,Recovered PerCapita,Deaths per Death plus Rec,date
61,Monaco,38499,1,0,,,,0.00002597,0.00000000,,,,,2020-03-11 19:24:53.187070
62,Moldova,3552000,3,0,,,,0.00000084,0.00000000,,,,,2020-03-11 19:24:53.187070
63,Maldives,417492,8,0,,,,0.00001916,0.00000000,,,,,2020-03-11 19:24:53.187070
64,Mexico,127540423,7,0,1.00000000,,4.00000000,0.00000005,0.00000000,0.00000001,,0.00000003,0.00000000,2020-03-11 19:24:53.187070
65,Malta,436947,5,0,,,,0.00001144,0.00000000,,,,,2020-03-11 19:24:53.187070
66,Malaysia,31187265,149,0,2.00000000,,26.00000000,0.00000478,0.00000000,0.00000006,,0.00000083,0.00000000,2020-03-11 19:24:53.187070
67,Nigeria,185989640,2,0,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,,2020-03-11 19:24:53.187070
68,Netherlands,17018408,503,5,1.00000000,,,0.00002956,0.00000029,0.00000006,,,,2020-03-11 19:24:53.187070
69,Norway,5232929,596,0,,,,0.00011389,0.00000000,,,,,2020-03-11 19:24:53.187070
70,Nepal,28982771,1,0,,,1.00000000,0.00000003,0.00000000,,,0.00000003,0.00000000,2020-03-11 19:24:53.187070
71,New Zealand,4692700,5,0,,,,0.00000107,0.00000000,,,,,2020-03-11 19:24:53.187070
72,Oman,4424762,16,0,,,2.00000000,0.00000362,0.00000000,,,0.00000045,0.00000000,2020-03-11 19:24:53.187070
73,Pakistan,193203476,19,0,,,2.00000000,0.00000010,0.00000000,,,0.00000001,0.00000000,2020-03-11 19:24:53.187070
74,Panama,4034119,8,1,,,,0.00000198,0.00000025,,,,,2020-03-11 19:24:53.187070
75,Peru,31773839,7,0,,,,0.00000022,0.00000000,,,,,2020-03-11 19:24:53.187070
76,Philippines,103320222,49,2,1.00000000,,2.00000000,0.00000047,0.00000002,0.00000001,,0.00000002,0.50000000,2020-03-11 19:24:53.187070
77,Poland,37948016,31,0,2.00000000,0.00000000,0.00000000,0.00000082,0.00000000,0.00000005,0.00000000,0.00000000,,2020-03-11 19:24:53.187070
78,Portugal,10324611,59,0,,,,0.00000571,0.00000000,,,,,2020-03-11 19:24:53.187070
79,Paraguay,6725308,5,0,1.00000000,,,0.00000074,0.00000000,0.00000015,,,,2020-03-11 19:24:53.187070
80,Qatar,2569804,238,0,,,,0.00009261,0.00000000,,,,,2020-03-11 19:24:53.187070
81,Romania,19705301,32,0,,,6.00000000,0.00000162,0.00000000,,,0.00000030,0.00000000,2020-03-11 19:24:53.187070
82,Saudi Arabia,32275687,45,0,,,1.00000000,0.00000139,0.00000000,,,0.00000003,0.00000000,2020-03-11 19:24:53.187070
83,Senegal,15411614,4,0,0.00000000,0.00000000,0.00000000,0.00000026,0.00000000,0.00000000,0.00000000,0.00000000,,2020-03-11 19:24:53.187070
84,Singapore,5607283,178,0,,9.00000000,96.00000000,0.00003174,0.00000000,,0.00000161,0.00001712,0.00000000,2020-03-11 19:24:53.187070
85,San Marino,33203,62,2,5.00000000,,,0.00186730,0.00006024,0.00015059,,,,2020-03-11 19:24:53.187070
86,Serbia,7057412,12,0,,,,0.00000170,0.00000000,,,,,2020-03-11 19:24:53.187070
87,Slovenia,2064845,31,0,0.00000000,0.00000000,0.00000000,0.00001501,0.00000000,0.00000000,0.00000000,0.00000000,,2020-03-11 19:24:53.187070
88,Sweden,9903122,500,1,,,,0.00005049,0.00000010,,,,,2020-03-11 19:24:53.187070
89,Togo,7606374,1,0,,,,0.00000013,0.00000000,,,,,2020-03-11 19:24:53.187070
90,Thailand,68863514,59,1,1.00000000,,34.00000000,0.00000086,0.00000001,0.00000001,,0.00000049,0.02857143,2020-03-11 19:24:53.187070
91,Tunisia,11403248,6,0,,,,0.00000053,0.00000000,,,,,2020-03-11 19:24:53.187070
92,Turkey,79512426,1,0,,,,0.00000001,0.00000000,,,,,2020-03-11 19:24:53.187070
93,Ukraine,45004645,1,0,,,,0.00000002,0.00000000,,,,,2020-03-11 19:24:53.187070
94,United States,323127513,1189,36,2.00000000,6.00000000,9.00000000,0.00000368,0.00000011,0.00000001,0.00000002,0.00000003,0.80000000,2020-03-11 19:24:53.187070
95,Vietnam,92701100,37,0,,,16.00000000,0.00000040,0.00000000,,,0.00000017,0.00000000,2020-03-11 19:24:53.187070
96,South Africa,55908865,13,0,,,,0.00000023,0.00000000,,,,,2020-03-11 19:24:53.187070
